,motorspeed,Šp‘¬“x,,,,,,motorSpeed,,,,,,,Šp‘¬“x
30076,-15,44.0221717,,,22195,,-168.2448272,11,,,,,,30076,44.0221717
30084,-15,94.72063213,,,23947,,-168.2448272,19,,,,,,30084,94.72063213
30093,-15,94.72063213,,,24078,,-168.2448272,35,,,,,,30093,94.72063213
30103,-14,94.72063213,,,27339,,-168.2448272,90,,,,,,30103,94.72063213
30117,-5,85.4082361,,,30633,,-168.2448272,21,,,,,,30117,85.4082361
30125,1,18.22899415,,,33096,,-168.2448272,-52,,,,,,30125,18.22899415
30136,8,-1.630450804,,,35425,,-168.2448272,39,,,,,,30136,-1.630450804
30145,17,-36.89289023,,,39326,,-168.2448272,22,,,,,,30145,-36.89289023
30154,28,-114.282855,,,39332,,-168.2448272,24,,,,,,30154,-114.282855
30163,35,-241.5709717,,,44768,,-168.2448272,27,,,,,,30163,-241.5709717
30177,55,-337.6056963,,,46126,,-168.2448272,-28,,,,,,30177,-337.6056963
30188,65,-665.046073,,,48082,,-168.2448272,22,,,,,,30188,-665.046073
30197,88,-854.4324506,,,48089,,-168.2448272,21,,,,,,30197,-854.4324506
30206,92,-1345.958617,,,48104,,-168.2448272,2,,,,,,30206,-1345.958617
30215,89,-1438.763594,,,49248,,-168.2448272,28,,,,,,30215,-1438.763594
30224,78,-1368.966148,,,12640,,-156.9049487,29,,,,,,30224,-1368.966148
30238,86,-1123.180625,,,29777,,-156.9049487,1,,,,,,30238,-1123.180625
30247,86,-1300.335371,,,30569,,-156.9049487,29,,,,,,30247,-1300.335371
30255,85,-1300.335371,,,30643,,-156.9049487,21,,,,,,30255,-1300.335371
30266,79,-1277.721162,,,30659,,-156.9049487,19,,,,,,30266,-1277.721162
30275,72,-1144.849335,,,34317,,-156.9049487,21,,,,,,30275,-1144.849335
30297,89,-996.1080361,,,34325,,-156.9049487,28,,,,,,30297,-996.1080361
30306,89,-1368.966148,,,36642,,-156.9049487,52,,,,,,30306,-1368.966148
30314,95,-1368.966148,,,39357,,-156.9049487,17,,,,,,30314,-1368.966148
30323,103,-1509.708524,,,41114,,-156.9049487,14,,,,,,30323,-1509.708524
30332,99,-1704.368646,,,42254,,-156.9049487,38,,,,,,30332,-1704.368646
30341,96,-1606.055286,,,42306,,-156.9049487,8,,,,,,30341,-1606.055286
30357,98,-1533.608647,,,46409,,-156.9049487,-22,,,,,,30357,-1533.608647
30369,100,-1581.782668,,,47033,,-156.9049487,21,,,,,,30369,-1581.782668
30379,90,-1630.450804,,,47046,,-156.9049487,78,,,,,,30379,-1630.450804
30389,83,-1392.103301,,,47503,,-156.9049487,36,,,,,,30389,-1392.103301
30399,68,-1232.891441,,,48097,,-156.9049487,22,,,,,,30399,-1232.891441
30416,66,-914.2628397,,,51557,,-156.9049487,55,,,,,,30416,-914.2628397
30425,49,-874.2257664,,,53527,,-156.9049487,73,,,,,,30425,-874.2257664
30434,59,-559.2446256,,,54368,,-156.9049487,39,,,,,,30434,-559.2446256
30444,52,-738.9000851,,,12439,,-135.0324354,12,,,,,,30444,-738.9000851
30453,49,-611.3820933,,,15759,,-135.0324354,-14,,,,,,30453,-611.3820933
30464,44,-559.2446256,,,16093,,-135.0324354,24,,,,,,30464,-559.2446256
30481,45,-475.8682328,,,17307,,-135.0324354,19,,,,,,30481,-475.8682328
30491,25,-492.1828421,,,17318,,-135.0324354,34,,,,,,30491,-492.1828421
30500,38,-203.8063504,,,23937,,-135.0324354,22,,,,,,30500,-203.8063504
30510,42,-381.929403,,,23956,,-135.0324354,18,,,,,,30510,-381.929403
30519,29,-443.7942129,,,24109,,-135.0324354,0,,,,,,30519,-443.7942129
30537,32,-254.6271423,,,25332,,-135.0324354,19,,,,,,30537,-254.6271423
30546,29,-295.1431218,,,25341,,-135.0324354,27,,,,,,30546,-295.1431218
30558,21,-254.6271423,,,30624,,-135.0324354,22,,,,,,30558,-254.6271423
30569,29,-156.9049487,,,30670,,-135.0324354,19,,,,,,30569,-156.9049487
30578,25,-254.6271423,,,30678,,-135.0324354,15,,,,,,30578,-254.6271423
30597,15,-203.8063504,,,30705,,-135.0324354,8,,,,,,30597,-203.8063504
30606,18,-94.72063213,,,31197,,-135.0324354,19,,,,,,30606,-94.72063213
30614,19,-124.5135045,,,31205,,-135.0324354,17,,,,,,30614,-124.5135045
30624,22,-135.0324354,,,31396,,-135.0324354,24,,,,,,30624,-135.0324354
30633,21,-168.2448272,,,33325,,-135.0324354,8,,,,,,30633,-168.2448272
30643,21,-156.9049487,,,33586,,-135.0324354,24,,,,,,30643,-156.9049487
30659,19,-156.9049487,,,40404,,-135.0324354,0,,,,,,30659,-156.9049487
30670,19,-135.0324354,,,40777,,-135.0324354,8,,,,,,30670,-135.0324354
30678,15,-135.0324354,,,40846,,-135.0324354,14,,,,,,30678,-135.0324354
30688,24,-94.72063213,,,46566,,-135.0324354,-144,,,,,,30688,-94.72063213
30697,19,-191.7010809,,,49241,,-135.0324354,22,,,,,,30697,-191.7010809
30705,8,-135.0324354,,,54588,,-135.0324354,19,,,,,,30705,-135.0324354
30719,1,-36.89289023,,,54594,,-135.0324354,18,,,,,,30719,-36.89289023
30729,-1,-1.630450804,,,12416,,-124.5135045,19,,,,,,30729,-1.630450804
30740,-1,1.630450804,,,15937,,-124.5135045,48,,,,,,30740,1.630450804
30748,1,1.630450804,,,17667,,-124.5135045,27,,,,,,30748,1.630450804
30757,4,-1.630450804,,,22861,,-124.5135045,12,,,,,,30757,-1.630450804
30777,7,-13.04360643,,,23977,,-124.5135045,7,,,,,,30777,-13.04360643
30785,-1,-30.19637146,,,25206,,-124.5135045,-38,,,,,,30785,-30.19637146
30795,-7,1.630450804,,,25954,,-124.5135045,9,,,,,,30795,1.630450804
30804,-4,30.19637146,,,30614,,-124.5135045,19,,,,,,30804,30.19637146
30813,-4,13.04360643,,,31184,,-124.5135045,19,,,,,,30813,13.04360643
30820,-2,13.04360643,,,33487,,-124.5135045,15,,,,,,30820,13.04360643
30837,1,4.611611278,,,34774,,-124.5135045,7,,,,,,30837,4.611611278
30849,14,-1.630450804,,,35345,,-124.5135045,44,,,,,,30849,-1.630450804
30858,15,-85.4082361,,,35464,,-124.5135045,15,,,,,,30858,-85.4082361
30869,17,-94.72063213,,,44181,,-124.5135045,31,,,,,,30869,-94.72063213
30878,17,-114.282855,,,44754,,-124.5135045,22,,,,,,30878,-114.282855
30896,11,-114.282855,,,45074,,-124.5135045,15,,,,,,30896,-114.282855
30905,8,-59.4835291,,,48075,,-124.5135045,22,,,,,,30905,-59.4835291
30914,9,-36.89289023,,,52953,,-124.5135045,12,,,,,,30914,-36.89289023
30923,8,-44.0221717,,,54427,,-124.5135045,68,,,,,,30923,-44.0221717
30932,4,-36.89289023,,,54607,,-124.5135045,12,,,,,,30932,-36.89289023
30944,8,-13.04360643,,,13967,,-114.282855,14,,,,,,30944,-13.04360643
30957,8,-36.89289023,,,14715,,-114.282855,171,,,,,,30957,-36.89289023
30966,4,-36.89289023,,,15896,,-114.282855,11,,,,,,30966,-36.89289023
30975,-1,-13.04360643,,,19604,,-114.282855,127,,,,,,30975,-13.04360643
30985,-2,1.630450804,,,22051,,-114.282855,-1,,,,,,30985,1.630450804
30993,-1,4.611611278,,,22172,,-114.282855,22,,,,,,30993,4.611611278
31002,-1,1.630450804,,,22559,,-114.282855,5,,,,,,31002,1.630450804
31017,-2,1.630450804,,,22838,,-114.282855,18,,,,,,31017,1.630450804
31028,-1,4.611611278,,,24668,,-114.282855,-32,,,,,,31028,4.611611278
31037,0,1.630450804,,,24732,,-114.282855,214,,,,,,31037,1.630450804
31044,1,0,,,26700,,-114.282855,15,,,,,,31044,0
31053,4,-1.630450804,,,27159,,-114.282855,14,,,,,,31053,-1.630450804
31063,5,-13.04360643,,,29910,,-114.282855,5,,,,,,31063,-13.04360643
31077,1,-18.22899415,,,30154,,-114.282855,28,,,,,,31077,-18.22899415
31085,-1,-1.630450804,,,30878,,-114.282855,17,,,,,,31085,-1.630450804
31094,-1,1.630450804,,,30896,,-114.282855,11,,,,,,31094,1.630450804
31102,-2,1.630450804,,,31214,,-114.282855,15,,,,,,31102,1.630450804
31111,-1,4.611611278,,,32886,,-114.282855,24,,,,,,31111,4.611611278
31120,-1,1.630450804,,,33247,,-114.282855,2,,,,,,31120,1.630450804
31137,-1,1.630450804,,,33264,,-114.282855,-15,,,,,,31137,1.630450804
31144,2,1.630450804,,,33473,,-114.282855,18,,,,,,31144,1.630450804
31156,8,-4.611611278,,,34699,,-114.282855,28,,,,,,31156,-4.611611278
31166,14,-36.89289023,,,34865,,-114.282855,17,,,,,,31166,-36.89289023
31175,18,-85.4082361,,,34877,,-114.282855,28,,,,,,31175,-85.4082361
31184,19,-124.5135045,,,35404,,-114.282855,22,,,,,,31184,-124.5135045
31197,19,-135.0324354,,,37505,,-114.282855,2,,,,,,31197,-135.0324354
31205,17,-135.0324354,,,39364,,-114.282855,4,,,,,,31205,-135.0324354
31214,15,-114.282855,,,39607,,-114.282855,-25,,,,,,31214,-114.282855
31223,15,-94.72063213,,,42595,,-114.282855,-11,,,,,,31223,-94.72063213
31231,12,-94.72063213,,,45067,,-114.282855,18,,,,,,31231,-94.72063213
31240,14,-67.77656714,,,47791,,-114.282855,-2,,,,,,31240,-67.77656714
31259,12,-85.4082361,,,49281,,-114.282855,14,,,,,,31259,-85.4082361
31270,11,-67.77656714,,,51750,,-114.282855,1,,,,,,31270,-67.77656714
31279,14,-59.4835291,,,52207,,-114.282855,9,,,,,,31279,-59.4835291
31288,12,-85.4082361,,,52945,,-114.282855,18,,,,,,31288,-85.4082361
31300,12,-67.77656714,,,53310,,-114.282855,71,,,,,,31300,-67.77656714
31318,12,-67.77656714,,,26328,,-94.72063213,8,,,,,,31318,-67.77656714
31332,2,-67.77656714,,,26719,,-94.72063213,8,,,,,,31332,-67.77656714
31343,0,-4.611611278,,,27907,,-94.72063213,103,,,,,,31343,-4.611611278
31354,0,0,,,29640,,-94.72063213,34,,,,,,31354,0
31360,4,0,,,30606,,-94.72063213,18,,,,,,31360,0
31377,8,-13.04360643,,,30688,,-94.72063213,24,,,,,,31377,-13.04360643
31387,19,-36.89289023,,,30869,,-94.72063213,17,,,,,,31387,-36.89289023
31396,24,-135.0324354,,,31223,,-94.72063213,15,,,,,,31396,-135.0324354
31405,15,-191.7010809,,,31231,,-94.72063213,12,,,,,,31405,-191.7010809
31414,1,-94.72063213,,,31414,,-94.72063213,1,,,,,,31414,-94.72063213
31425,8,-1.630450804,,,33496,,-94.72063213,-1,,,,,,31425,-1.630450804
31439,0,-36.89289023,,,33577,,-94.72063213,19,,,,,,31439,-36.89289023
31447,1,0,,,33620,,-94.72063213,5,,,,,,31447,0
31456,12,-1.630450804,,,34352,,-94.72063213,29,,,,,,31456,-1.630450804
31466,9,-67.77656714,,,35483,,-94.72063213,41,,,,,,31466,-67.77656714
31475,12,-44.0221717,,,37002,,-94.72063213,31,,,,,,31475,-44.0221717
31484,9,-67.77656714,,,37300,,-94.72063213,31,,,,,,31484,-67.77656714
31498,9,-44.0221717,,,37598,,-94.72063213,8,,,,,,31498,-44.0221717
31505,8,-44.0221717,,,45081,,-94.72063213,14,,,,,,31505,-44.0221717
31517,8,-36.89289023,,,46068,,-94.72063213,28,,,,,,31517,-36.89289023
31525,9,-36.89289023,,,46289,,-94.72063213,32,,,,,,31525,-36.89289023
31534,9,-44.0221717,,,47918,,-94.72063213,31,,,,,,31534,-44.0221717
31542,7,-44.0221717,,,48188,,-94.72063213,7,,,,,,31542,-44.0221717
31556,5,-30.19637146,,,49374,,-94.72063213,39,,,,,,31556,-30.19637146
31566,-1,-18.22899415,,,54457,,-94.72063213,-12,,,,,,31566,-18.22899415
31575,-2,1.630450804,,,54581,,-94.72063213,19,,,,,,31575,1.630450804
31584,-1,4.611611278,,,13727,,-85.4082361,0,,,,,,31584,4.611611278
31593,-1,1.630450804,,,14007,,-85.4082361,11,,,,,,31593,1.630450804
31604,0,1.630450804,,,18007,,-85.4082361,-11,,,,,,31604,1.630450804
31617,4,0,,,23926,,-85.4082361,19,,,,,,31617,0
31625,7,-13.04360643,,,25427,,-85.4082361,5,,,,,,31625,-13.04360643
31634,8,-30.19637146,,,25934,,-85.4082361,18,,,,,,31634,-30.19637146
31643,8,-36.89289023,,,27179,,-85.4082361,12,,,,,,31643,-36.89289023
31651,7,-36.89289023,,,29877,,-85.4082361,-1,,,,,,31651,-36.89289023
31660,7,-30.19637146,,,29900,,-85.4082361,17,,,,,,31660,-30.19637146
31677,8,-30.19637146,,,30858,,-85.4082361,15,,,,,,31677,-30.19637146
31686,11,-36.89289023,,,31175,,-85.4082361,18,,,,,,31686,-36.89289023
31695,8,-59.4835291,,,31259,,-85.4082361,12,,,,,,31695,-59.4835291
31708,2,-36.89289023,,,31288,,-85.4082361,12,,,,,,31708,-36.89289023
31717,-2,-4.611611278,,,32277,,-85.4082361,11,,,,,,31717,-4.611611278
31725,-5,4.611611278,,,33871,,-85.4082361,28,,,,,,31725,4.611611278
31738,-11,18.22899415,,,34000,,-85.4082361,31,,,,,,31738,18.22899415
31747,-11,59.4835291,,,34308,,-85.4082361,21,,,,,,31747,59.4835291
31755,-9,59.4835291,,,34847,,-85.4082361,8,,,,,,31755,59.4835291
31763,-8,44.0221717,,,37563,,-85.4082361,14,,,,,,31763,44.0221717
31773,-8,36.89289023,,,37580,,-85.4082361,15,,,,,,31773,36.89289023
31781,-2,36.89289023,,,37839,,-85.4082361,7,,,,,,31781,36.89289023
31798,1,4.611611278,,,39207,,-85.4082361,12,,,,,,31798,4.611611278
31809,2,-1.630450804,,,39317,,-85.4082361,22,,,,,,31809,-1.630450804
31818,-1,-4.611611278,,,39939,,-85.4082361,-5,,,,,,31818,-4.611611278
31828,-7,1.630450804,,,40808,,-85.4082361,27,,,,,,31828,1.630450804
31837,-9,30.19637146,,,40853,,-85.4082361,2,,,,,,31837,30.19637146
31856,-8,44.0221717,,,41020,,-85.4082361,8,,,,,,31856,44.0221717
31865,-5,36.89289023,,,41054,,-85.4082361,34,,,,,,31865,36.89289023
31874,-4,18.22899415,,,41122,,-85.4082361,8,,,,,,31874,18.22899415
31885,-7,13.04360643,,,44894,,-85.4082361,-24,,,,,,31885,13.04360643
31897,-7,30.19637146,,,45089,,-85.4082361,11,,,,,,31897,30.19637146
31905,-7,30.19637146,,,45491,,-85.4082361,12,,,,,,31905,30.19637146
31917,-7,30.19637146,,,45866,,-85.4082361,35,,,,,,31917,30.19637146
31924,-5,30.19637146,,,46694,,-85.4082361,29,,,,,,31924,30.19637146
31933,-5,18.22899415,,,49288,,-85.4082361,9,,,,,,31933,18.22899415
31941,-5,18.22899415,,,12460,,-67.77656714,12,,,,,,31941,18.22899415
31949,-7,18.22899415,,,12475,,-67.77656714,1,,,,,,31949,18.22899415
31958,-4,30.19637146,,,14257,,-67.77656714,-1,,,,,,31958,30.19637146
31977,-2,13.04360643,,,14853,,-67.77656714,-71,,,,,,31977,13.04360643
31985,0,4.611611278,,,15800,,-67.77656714,-18,,,,,,31985,4.611611278
31995,1,0,,,18221,,-67.77656714,0,,,,,,31995,0
32004,2,-1.630450804,,,22883,,-67.77656714,9,,,,,,32004,-1.630450804
32013,-1,-4.611611278,,,24369,,-67.77656714,75,,,,,,32013,-4.611611278
32024,-2,1.630450804,,,26657,,-67.77656714,11,,,,,,32024,1.630450804
32044,1,4.611611278,,,26952,,-67.77656714,11,,,,,,32044,4.611611278
32061,0,-1.630450804,,,27140,,-67.77656714,17,,,,,,32061,-1.630450804
32071,0,0,,,27199,,-67.77656714,0,,,,,,32071,0
32079,-1,0,,,29864,,-67.77656714,14,,,,,,32079,0
32096,0,1.630450804,,,31240,,-67.77656714,14,,,,,,32096,1.630450804
32104,-1,0,,,31270,,-67.77656714,11,,,,,,32104,0
32112,-2,1.630450804,,,31300,,-67.77656714,12,,,,,,32112,1.630450804
32120,-5,4.611611278,,,31318,,-67.77656714,12,,,,,,32120,4.611611278
32129,-7,18.22899415,,,31332,,-67.77656714,2,,,,,,32129,18.22899415
32138,-8,30.19637146,,,31466,,-67.77656714,9,,,,,,32138,30.19637146
32157,-8,36.89289023,,,31484,,-67.77656714,9,,,,,,32157,36.89289023
32164,-11,36.89289023,,,32418,,-67.77656714,59,,,,,,32164,36.89289023
32177,-14,59.4835291,,,33464,,-67.77656714,17,,,,,,32177,59.4835291
32186,-17,85.4082361,,,34287,,-67.77656714,-1,,,,,,32186,85.4082361
32195,-18,114.282855,,,34838,,-67.77656714,14,,,,,,32195,114.282855
32204,-21,124.5135045,,,39214,,-67.77656714,12,,,,,,32204,124.5135045
32217,-15,156.9049487,,,39221,,-67.77656714,8,,,,,,32217,156.9049487
32226,-7,94.72063213,,,42007,,-67.77656714,12,,,,,,32226,94.72063213
32235,2,30.19637146,,,42013,,-67.77656714,9,,,,,,32235,30.19637146
32244,11,-4.611611278,,,44334,,-67.77656714,-14,,,,,,32244,-4.611611278
32254,14,-59.4835291,,,45501,,-67.77656714,12,,,,,,32254,-59.4835291
32277,11,-85.4082361,,,45509,,-67.77656714,7,,,,,,32277,-85.4082361
32287,-11,-59.4835291,,,49005,,-67.77656714,8,,,,,,32287,-59.4835291
32295,-31,59.4835291,,,50166,,-67.77656714,5,,,,,,32295,59.4835291
32304,-49,281.4169423,,,52960,,-67.77656714,11,,,,,,32304,281.4169423
32313,-71,559.2446256,,,53933,,-67.77656714,31,,,,,,32313,559.2446256
32321,-81,975.4280094,,,54614,,-67.77656714,11,,,,,,32321,975.4280094
32337,-85,1188.598636,,,13889,,-59.4835291,9,,,,,,32337,1188.598636
32348,-68,1277.721162,,,14044,,-59.4835291,1,,,,,,32348,1277.721162
32357,-61,914.2628397,,,14236,,-59.4835291,12,,,,,,32357,914.2628397
32366,-65,776.7878994,,,15911,,-59.4835291,18,,,,,,32366,776.7878994
32376,-69,854.4324506,,,22227,,-59.4835291,5,,,,,,32376,854.4324506
32385,-75,934.5043671,,,23901,,-59.4835291,8,,,,,,32385,934.5043671
32399,-39,1059.008862,,,26295,,-59.4835291,15,,,,,,32399,1059.008862
32408,12,397.1043182,,,26637,,-59.4835291,12,,,,,,32408,397.1043182
32418,59,-67.77656714,,,26679,,-59.4835291,17,,,,,,32418,-67.77656714
32427,79,-738.9000851,,,26962,,-59.4835291,7,,,,,,32427,-738.9000851
32440,86,-1144.849335,,,27120,,-59.4835291,12,,,,,,32440,-1144.849335
32457,89,-1300.335371,,,29836,,-59.4835291,9,,,,,,32457,-1300.335371
32466,81,-1368.966148,,,30905,,-59.4835291,8,,,,,,32466,-1368.966148
32475,90,-1188.598636,,,31279,,-59.4835291,14,,,,,,32475,-1188.598636
32486,106,-1392.103301,,,31695,,-59.4835291,8,,,,,,32486,-1392.103301
32495,103,-1779.370954,,,32254,,-59.4835291,14,,,,,,32495,-1779.370954
32504,103,-1704.368646,,,32287,,-59.4835291,-11,,,,,,32504,-1704.368646
32517,75,-1704.368646,,,37831,,-59.4835291,14,,,,,,32517,-1704.368646
32528,25,-1059.008862,,,39200,,-59.4835291,14,,,,,,32528,-1059.008862
32538,-48,-203.8063504,,,44304,,-59.4835291,38,,,,,,32538,-203.8063504
32548,-103,542.2125371,,,45096,,-59.4835291,5,,,,,,32548,542.2125371
32557,-147,1704.368646,,,48914,,-59.4835291,9,,,,,,32557,1704.368646
32576,-173,2905.920316,,,48997,,-59.4835291,12,,,,,,32576,2905.920316
32585,-184,3710.025151,,,49131,,-59.4835291,11,,,,,,32585,3710.025151
32594,-173,4069.437976,,,49148,,-59.4835291,9,,,,,,32594,4069.437976
32603,-174,3710.025151,,,51014,,-59.4835291,-153,,,,,,32603,3710.025151
32613,-207,3742.23944,,,51228,,-59.4835291,45,,,,,,32613,3742.23944
32622,-301,4855.827131,,,51794,,-59.4835291,-1,,,,,,32622,4855.827131
32715,-423,8514.466528,,,52968,,-59.4835291,-1,,,,,,32715,8514.466528
32727,-173,14184.63778,,,53079,,-59.4835291,28,,,,,,32727,14184.63778
32736,-125,3710.025151,,,54344,,-59.4835291,2,,,,,,32736,3710.025151
32745,-142,2278.624269,,,54621,,-59.4835291,5,,,,,,32745,2278.624269
32755,-130,2758.92704,,,13929,,-44.0221717,17,,,,,,32755,2758.92704
32768,-117,2416.699919,,,14200,,-44.0221717,7,,,,,,32768,2416.699919
32777,-85,2063.414565,,,17885,,-44.0221717,7,,,,,,32777,2063.414565
32786,-59,1277.721162,,,20873,,-44.0221717,98,,,,,,32786,1277.721162
32795,-54,738.9000851,,,22441,,-44.0221717,0,,,,,,32795,738.9000851
32804,-51,646.9911481,,,22521,,-44.0221717,17,,,,,,32804,646.9911481
32814,-35,593.8311337,,,22817,,-44.0221717,17,,,,,,32814,593.8311337
32830,-28,337.6056963,,,22904,,-44.0221717,-7,,,,,,32830,337.6056963
32840,-2,241.5709717,,,23600,,-44.0221717,8,,,,,,32840,241.5709717
32849,1,4.611611278,,,23891,,-44.0221717,11,,,,,,32849,4.611611278
32859,2,-1.630450804,,,25057,,-44.0221717,38,,,,,,32859,-1.630450804
32869,17,-4.611611278,,,25974,,-44.0221717,-5,,,,,,32869,-4.611611278
32886,24,-114.282855,,,26600,,-44.0221717,11,,,,,,32886,-114.282855
32896,42,-191.7010809,,,26910,,-44.0221717,9,,,,,,32896,-191.7010809
32905,55,-443.7942129,,,26918,,-44.0221717,7,,,,,,32905,-443.7942129
32915,59,-665.046073,,,28256,,-44.0221717,-98,,,,,,32915,-665.046073
32925,69,-738.9000851,,,29844,,-44.0221717,8,,,,,,32925,-738.9000851
32947,82,-934.5043671,,,30923,,-44.0221717,8,,,,,,32947,-934.5043671
32956,105,-1210.677518,,,31475,,-44.0221717,12,,,,,,32956,-1210.677518
32965,119,-1754.250657,,,31498,,-44.0221717,9,,,,,,32965,-1754.250657
32974,132,-2116.548093,,,31505,,-44.0221717,8,,,,,,32974,-2116.548093
32983,133,-2472.683871,,,31534,,-44.0221717,9,,,,,,32983,-2472.683871
32992,144,-2500.835701,,,31542,,-44.0221717,7,,,,,,32992,-2500.835701
33006,170,-2817.418988,,,33726,,-44.0221717,8,,,,,,33006,-2817.418988
33017,187,-3613.941192,,,37542,,-44.0221717,14,,,,,,33017,-3613.941192
33025,169,-4169.366849,,,38243,,-44.0221717,8,,,,,,33025,-4169.366849
33038,126,-3582.100415,,,39310,,-44.0221717,14,,,,,,33038,-3582.100415
33047,93,-2306.022375,,,40997,,-44.0221717,35,,,,,,33047,-2306.022375
33055,95,-1462.285326,,,41995,,-44.0221717,12,,,,,,33055,-1462.285326
33069,93,-1509.708524,,,42022,,-44.0221717,4,,,,,,33069,-1509.708524
33078,75,-1462.285326,,,42846,,-44.0221717,-7,,,,,,33078,-1462.285326
33087,22,-1059.008862,,,47114,,-44.0221717,0,,,,,,33087,-1059.008862
33096,-52,-168.2448272,,,48160,,-44.0221717,2,,,,,,33096,-168.2448272
33107,-147,611.3820933,,,48495,,-44.0221717,2,,,,,,33107,611.3820933
33128,-254,2905.920316,,,48906,,-44.0221717,11,,,,,,33128,2905.920316
33138,24,6600.217907,,,48921,,-44.0221717,9,,,,,,33138,6600.217907
33150,-66,-191.7010809,,,48928,,-44.0221717,8,,,,,,33150,-191.7010809
33159,-5,874.2257664,,,49123,,-44.0221717,11,,,,,,33159,874.2257664
33169,-1,18.22899415,,,49156,,-44.0221717,8,,,,,,33169,18.22899415
33186,-1,1.630450804,,,49296,,-44.0221717,-1,,,,,,33186,1.630450804
33194,4,1.630450804,,,52214,,-44.0221717,0,,,,,,33194,1.630450804
33204,4,-13.04360643,,,53121,,-44.0221717,-11,,,,,,33204,-13.04360643
33212,24,-13.04360643,,,18203,,-36.89289023,12,,,,,,33212,-13.04360643
33222,5,-191.7010809,,,22761,,-36.89289023,-1,,,,,,33222,-191.7010809
33234,17,-18.22899415,,,23588,,-36.89289023,9,,,,,,33234,-18.22899415
33247,2,-114.282855,,,23617,,-36.89289023,5,,,,,,33247,-114.282855
33256,17,-4.611611278,,,23917,,-36.89289023,14,,,,,,33256,-4.611611278
33264,-15,-114.282855,,,25369,,-36.89289023,32,,,,,,33264,-114.282855
33274,5,94.72063213,,,26349,,-36.89289023,0,,,,,,33274,94.72063213
33285,42,-18.22899415,,,26580,,-36.89289023,9,,,,,,33285,-18.22899415
33294,25,-443.7942129,,,26740,,-36.89289023,-1,,,,,,33294,-443.7942129
33307,19,-203.8063504,,,26981,,-36.89289023,8,,,,,,33307,-203.8063504
33325,8,-135.0324354,,,26997,,-36.89289023,5,,,,,,33325,-135.0324354
33339,1,-36.89289023,,,29854,,-36.89289023,12,,,,,,33339,-36.89289023
33351,-9,-1.630450804,,,30026,,-36.89289023,2,,,,,,33351,-1.630450804
33368,-18,44.0221717,,,30145,,-36.89289023,17,,,,,,33368,44.0221717
